2025-12-13 11:24:35 | INFO     | aggregate_jsons | Starting data pipeline...
2025-12-13 11:24:35 | INFO     | aggregate_jsons | Input directory: data/original
2025-12-13 11:24:35 | INFO     | aggregate_jsons | Output directory: data/aggregated
2025-12-13 11:24:35 | INFO     | aggregate_jsons | ------------------------------------------------------------
2025-12-13 11:24:35 | INFO     | aggregate_jsons | Downloading data from SharePoint...
2025-12-13 11:24:35 | INFO     | aggregate_jsons | Download size: 11.6 MB
2025-12-13 11:24:36 | INFO     | aggregate_jsons | Downloaded 11.6 MB
2025-12-13 11:24:36 | INFO     | aggregate_jsons | Extracting zip contents...
2025-12-13 11:24:36 | INFO     | aggregate_jsons | Flattening nested folder: legaltextdecoder
2025-12-13 11:24:36 | INFO     | aggregate_jsons | Moving data to data/original...
2025-12-13 11:24:36 | INFO     | aggregate_jsons | Extraction complete!
2025-12-13 11:24:36 | INFO     | aggregate_jsons | ------------------------------------------------------------
2025-12-13 11:24:36 | INFO     | aggregate_jsons | Starting data aggregation...
2025-12-13 11:24:36 | INFO     | aggregate_jsons | Processing student: A5VHUA
2025-12-13 11:24:36 | INFO     | aggregate_jsons |   Found 3 JSON file(s)
2025-12-13 11:24:36 | INFO     | aggregate_jsons |     merged_annotations.json: 159 records
2025-12-13 11:24:36 | INFO     | aggregate_jsons |     nemzeti_tehetseg_program_aszf_labeled.json: 68 records
2025-12-13 11:24:36 | INFO     | aggregate_jsons |     belvarosi_epito_aszf_labeled.json: 91 records
2025-12-13 11:24:36 | INFO     | aggregate_jsons | Processing student: BCLHKC
2025-12-13 11:24:36 | INFO     | aggregate_jsons |   Found 1 JSON file(s)
2025-12-13 11:24:36 | INFO     | aggregate_jsons |     cimkezes.json: 107 records
2025-12-13 11:24:36 | INFO     | aggregate_jsons | Processing student: BP17IB
2025-12-13 11:24:36 | INFO     | aggregate_jsons |   Found 1 JSON file(s)
2025-12-13 11:24:36 | INFO     | aggregate_jsons |     meta.json: 0 records
2025-12-13 11:24:36 | INFO     | aggregate_jsons | Processing student: E77YIW
2025-12-13 11:24:36 | INFO     | aggregate_jsons |   Found 1 JSON file(s)
2025-12-13 11:24:36 | INFO     | aggregate_jsons |     mak_aszf_cimkezes.json: 105 records
2025-12-13 11:24:36 | INFO     | aggregate_jsons | Processing student: EKGPBX
2025-12-13 11:24:36 | INFO     | aggregate_jsons |   Found 1 JSON file(s)
2025-12-13 11:24:36 | INFO     | aggregate_jsons |     project-29-at-2025-10-16-16-34-dc747442.json: 269 records
2025-12-13 11:24:36 | INFO     | aggregate_jsons | Processing student: F0B9YK
2025-12-13 11:24:36 | INFO     | aggregate_jsons |   Found 1 JSON file(s)
2025-12-13 11:24:36 | INFO     | aggregate_jsons |     holyduck_aszf.json: 151 records
2025-12-13 11:24:36 | INFO     | aggregate_jsons | Processing student: FA0B9B
2025-12-13 11:24:36 | INFO     | aggregate_jsons |   Found 1 JSON file(s)
2025-12-13 11:24:36 | INFO     | aggregate_jsons |     FA0B9B_labeling.json: 104 records
2025-12-13 11:24:36 | INFO     | aggregate_jsons | Processing student: G1QFG2
2025-12-13 11:24:36 | INFO     | aggregate_jsons |   Found 1 JSON file(s)
2025-12-13 11:24:36 | INFO     | aggregate_jsons |     cimkezes.json: 103 records
2025-12-13 11:24:36 | INFO     | aggregate_jsons | Processing student: GSFSJ1
2025-12-13 11:24:36 | INFO     | aggregate_jsons |   Found 1 JSON file(s)
2025-12-13 11:24:36 | INFO     | aggregate_jsons |     fonallak_cimkezes.json: 101 records
2025-12-13 11:24:36 | INFO     | aggregate_jsons | Processing student: HV75KB
2025-12-13 11:24:36 | INFO     | aggregate_jsons |   Found 1 JSON file(s)
2025-12-13 11:24:36 | INFO     | aggregate_jsons |     labels.json: 124 records
2025-12-13 11:24:36 | INFO     | aggregate_jsons | Processing student: HW921K
2025-12-13 11:24:36 | INFO     | aggregate_jsons |   Found 1 JSON file(s)
2025-12-13 11:24:36 | INFO     | aggregate_jsons |     labeled_terms.json: 123 records
2025-12-13 11:24:36 | INFO     | aggregate_jsons | Processing student: I1TLYH
2025-12-13 11:24:36 | INFO     | aggregate_jsons |   Found 2 JSON file(s)
2025-12-13 11:24:36 | INFO     | aggregate_jsons |     epitesi_beruhazas.json: 168 records
2025-12-13 11:24:36 | INFO     | aggregate_jsons |     dpd.json: 110 records
2025-12-13 11:24:36 | INFO     | aggregate_jsons | Processing student: J0R9YS
2025-12-13 11:24:36 | INFO     | aggregate_jsons |   Found 0 JSON file(s)
2025-12-13 11:24:36 | INFO     | aggregate_jsons | Processing student: K3I7DL
2025-12-13 11:24:36 | INFO     | aggregate_jsons |   Found 1 JSON file(s)
2025-12-13 11:24:36 | INFO     | aggregate_jsons |     KH_aszf_cimkezes.json: 92 records
2025-12-13 11:24:36 | INFO     | aggregate_jsons | Processing student: KRR9OD
2025-12-13 11:24:36 | INFO     | aggregate_jsons |   Found 0 JSON file(s)
2025-12-13 11:24:36 | INFO     | aggregate_jsons | Processing student: LWVUH9
2025-12-13 11:24:36 | INFO     | aggregate_jsons |   Found 2 JSON file(s)
2025-12-13 11:24:36 | INFO     | aggregate_jsons |     shiver_aszf_cimkezes.json: 89 records
2025-12-13 11:24:36 | INFO     | aggregate_jsons |     sportkorhaz_aszf_cimkezes.json: 69 records
2025-12-13 11:24:36 | INFO     | aggregate_jsons | Processing student: LXXAMS
2025-12-13 11:24:36 | INFO     | aggregate_jsons |   Found 1 JSON file(s)
2025-12-13 11:24:36 | INFO     | aggregate_jsons |     budapestgo_aszf.json: 133 records
2025-12-13 11:24:36 | INFO     | aggregate_jsons | Processing student: MDKFWC
2025-12-13 11:24:36 | INFO     | aggregate_jsons |   Found 1 JSON file(s)
2025-12-13 11:24:36 | INFO     | aggregate_jsons |     hasznalt_auto_cimkek.json: 143 records
2025-12-13 11:24:36 | INFO     | aggregate_jsons | Processing student: NHVU6N
2025-12-13 11:24:36 | INFO     | aggregate_jsons |   Found 3 JSON file(s)
2025-12-13 11:24:36 | INFO     | aggregate_jsons |     hardverapro_labeled.json: 40 records
2025-12-13 11:24:36 | INFO     | aggregate_jsons |     zalando_labeled.json: 50 records
2025-12-13 11:24:36 | INFO     | aggregate_jsons |     netkazan_labeled.json: 15 records
2025-12-13 11:24:36 | INFO     | aggregate_jsons | Processing student: Q88P3E
2025-12-13 11:24:36 | INFO     | aggregate_jsons |   Found 1 JSON file(s)
2025-12-13 11:24:36 | INFO     | aggregate_jsons |     erste-diakhitel-kozpont_cimkezes.json: 224 records
2025-12-13 11:24:36 | INFO     | aggregate_jsons | Processing student: QG1L1V
2025-12-13 11:24:36 | INFO     | aggregate_jsons |   Found 1 JSON file(s)
2025-12-13 11:24:36 | INFO     | aggregate_jsons |     granit_bank_cimkezes.json: 119 records
2025-12-13 11:24:36 | INFO     | aggregate_jsons | Processing student: R1Q6I8
2025-12-13 11:24:36 | INFO     | aggregate_jsons |   Found 1 JSON file(s)
2025-12-13 11:24:36 | INFO     | aggregate_jsons |     telekom_aszf.json: 110 records
2025-12-13 11:24:36 | INFO     | aggregate_jsons | Processing student: R92D9T
2025-12-13 11:24:36 | INFO     | aggregate_jsons |   Found 0 JSON file(s)
2025-12-13 11:24:36 | INFO     | aggregate_jsons | Processing student: SS0N7G
2025-12-13 11:24:36 | INFO     | aggregate_jsons |   Found 1 JSON file(s)
2025-12-13 11:24:36 | INFO     | aggregate_jsons |     alza_aszf.json: 189 records
2025-12-13 11:24:36 | INFO     | aggregate_jsons | Processing student: T989VT
2025-12-13 11:24:36 | INFO     | aggregate_jsons |   Found 1 JSON file(s)
2025-12-13 11:24:36 | INFO     | aggregate_jsons |     legal_text_dataset.json: 144 records
2025-12-13 11:24:36 | INFO     | aggregate_jsons | Processing student: TFH22P
2025-12-13 11:24:36 | INFO     | aggregate_jsons |   Found 1 JSON file(s)
2025-12-13 11:24:36 | INFO     | aggregate_jsons |     cimekezes.json: 126 records
2025-12-13 11:24:36 | INFO     | aggregate_jsons | Processing student: UJVBTY
2025-12-13 11:24:36 | INFO     | aggregate_jsons |   Found 0 JSON file(s)
2025-12-13 11:24:36 | INFO     | aggregate_jsons | Processing student: WFXBHI
2025-12-13 11:24:36 | INFO     | aggregate_jsons |   Found 2 JSON file(s)
2025-12-13 11:24:36 | INFO     | aggregate_jsons |     kepregeny_depo_aszf.json: 67 records
2025-12-13 11:24:36 | INFO     | aggregate_jsons |     libri_aszf.json: 120 records
2025-12-13 11:24:36 | INFO     | aggregate_jsons | Processing student: XQEBMQ
2025-12-13 11:24:36 | INFO     | aggregate_jsons |   Found 1 JSON file(s)
2025-12-13 11:24:36 | INFO     | aggregate_jsons |     xqebmq.json: 111 records
2025-12-13 11:24:36 | INFO     | aggregate_jsons | Processing student: Z7ZF6D
2025-12-13 11:24:36 | INFO     | aggregate_jsons |   Found 1 JSON file(s)
2025-12-13 11:24:36 | INFO     | aggregate_jsons |     vatera-aszf.json: 120 records
2025-12-13 11:24:36 | INFO     | aggregate_jsons | Skipping excluded folder: consensus
2025-12-13 11:24:36 | INFO     | aggregate_jsons | Skipping excluded folder: sample
2025-12-13 11:24:36 | INFO     | aggregate_jsons | Aggregation complete!
2025-12-13 11:24:36 | INFO     | aggregate_jsons | Total records: 3744
2025-12-13 11:24:36 | INFO     | aggregate_jsons | Output file: data/aggregated/labeled_data.csv
2025-12-13 11:24:36 | INFO     | aggregate_jsons | Statistics:
2025-12-13 11:24:36 | INFO     | aggregate_jsons |   Unique students: 25
2025-12-13 11:24:36 | INFO     | aggregate_jsons |   Unique texts: 3399
2025-12-13 11:24:36 | INFO     | aggregate_jsons |   Label distribution:
2025-12-13 11:24:36 | INFO     | aggregate_jsons |     Label 1: 200 records
2025-12-13 11:24:36 | INFO     | aggregate_jsons |     Label 2: 450 records
2025-12-13 11:24:36 | INFO     | aggregate_jsons |     Label 3: 814 records
2025-12-13 11:24:36 | INFO     | aggregate_jsons |     Label 4: 1121 records
2025-12-13 11:24:36 | INFO     | aggregate_jsons |     Label 5: 1159 records
2025-12-13 11:24:45 | INFO     | refinement | Source file: data/aggregated/labeled_data.csv
2025-12-13 11:24:45 | INFO     | refinement | Destination directory: data/processed
2025-12-13 11:24:45 | INFO     | refinement | Reading source data...
2025-12-13 11:24:45 | INFO     | refinement |   Source file: data/aggregated/labeled_data.csv
2025-12-13 11:24:45 | INFO     | refinement |   Loaded 3744 entries.
2025-12-13 11:24:45 | INFO     | refinement | Extracted 92 entries for the test set.
2025-12-13 11:24:45 | INFO     | refinement |   From annotator K3I7DL: 92 entries
2025-12-13 11:24:45 | INFO     | refinement |   From annotator BCLHKC (source 'telekom'): 0 entries
2025-12-13 11:24:45 | INFO     | refinement | Remaining work dataset size: 3652 entries
2025-12-13 11:24:45 | INFO     | refinement | Filtering to relevant columns...
2025-12-13 11:24:45 | INFO     | refinement |   Kept 7 columns.
2025-12-13 11:24:45 | INFO     | refinement | Resolving duplicate content entries...
2025-12-13 11:24:45 | INFO     | refinement | Found 345 duplicate content entries out of 3652.
2025-12-13 11:24:45 | INFO     | refinement | Removed 345 duplicate entries. New count: 3307
2025-12-13 11:24:45 | INFO     | refinement | Filtering out entries with content length < 50 chars.
2025-12-13 11:24:45 | INFO     | refinement | Removed 137 short-content entries.
2025-12-13 11:24:45 | INFO     | refinement | Excluding annotators with avg. lead time < 10.0s.
2025-12-13 11:24:45 | INFO     | refinement | Found rushed annotators to exclude:
2025-12-13 11:24:45 | INFO     | refinement |   - EKGPBX
2025-12-13 11:24:45 | INFO     | refinement |   - XQEBMQ
2025-12-13 11:24:45 | INFO     | refinement | Removed 185 entries from 2 rushed annotators.
2025-12-13 11:24:45 | INFO     | refinement | FINAL DATASET SUMMARIES
2025-12-13 11:24:45 | INFO     | refinement | Training Set Summary:
2025-12-13 11:24:45 | INFO     | refinement |   Total Entries: 2985
2025-12-13 11:24:45 | INFO     | refinement |   Unique Content Snippets: 2985
2025-12-13 11:24:45 | INFO     | refinement |   Unique Annotators: 22
2025-12-13 11:24:45 | INFO     | refinement |   Avg Content Length: 426 chars
2025-12-13 11:24:45 | INFO     | refinement |   Median Content Length: 319 chars
2025-12-13 11:24:45 | INFO     | refinement |   Avg Annotation Time: 48.57s
2025-12-13 11:24:45 | INFO     | refinement |   Median Annotation Time: 13.63s
2025-12-13 11:24:45 | INFO     | refinement |  Rating Distribution:
2025-12-13 11:24:45 | INFO     | refinement |     Rating 1:  142 ( 4.76%)
2025-12-13 11:24:45 | INFO     | refinement |     Rating 2:  331 (11.09%)
2025-12-13 11:24:45 | INFO     | refinement |     Rating 3:  654 (21.91%)
2025-12-13 11:24:45 | INFO     | refinement |     Rating 4:  940 (31.49%)
2025-12-13 11:24:45 | INFO     | refinement |     Rating 5:  918 (30.75%)
2025-12-13 11:24:45 | INFO     | refinement | Test Set Summary:
2025-12-13 11:24:45 | INFO     | refinement |   Total Entries: 92
2025-12-13 11:24:45 | INFO     | refinement |   Unique Content Snippets: 92
2025-12-13 11:24:45 | INFO     | refinement |   Unique Annotators: 1
2025-12-13 11:24:45 | INFO     | refinement |   Avg Content Length: 331 chars
2025-12-13 11:24:45 | INFO     | refinement |   Median Content Length: 305 chars
2025-12-13 11:24:45 | INFO     | refinement |   Avg Annotation Time: 44.68s
2025-12-13 11:24:45 | INFO     | refinement |   Median Annotation Time: 22.19s
2025-12-13 11:24:45 | INFO     | refinement |  Rating Distribution:
2025-12-13 11:24:45 | INFO     | refinement |     Rating 1:    6 ( 6.52%)
2025-12-13 11:24:45 | INFO     | refinement |     Rating 2:   18 (19.57%)
2025-12-13 11:24:45 | INFO     | refinement |     Rating 3:   24 (26.09%)
2025-12-13 11:24:45 | INFO     | refinement |     Rating 4:   21 (22.83%)
2025-12-13 11:24:45 | INFO     | refinement |     Rating 5:   23 (25.00%)
2025-12-13 11:24:45 | INFO     | refinement | Writing final datasets to output files...
